video,caption
15531_P48PEJUTfug.mp4,"a man with a gas mask and a movie clapboard"
14550_wIZNFk18PUs.mp4,"a white bentley driving on the street in front of palm trees"
25494_11UB5jPkJzA.mp4,"a tablet screen with the words korean language"
52480_BWslw3zySds.mp4,"skeptic vs skipper - kings & queens - clash of clans"
52928_2s1k1FGvmvw.mp4,"a woman in jeans and heels wearing a denim jacket"
26826_1SY5OJAxFCQ.mp4,"a screenshot of a room in a dark room"
2701_rfPZUHVt3Dc.mp4,"a woman is holding up a cheesecake"
16895_KKt3q5qAPPI.mp4,"a man does a flip on a green grass field"
50681_nbAU1GVmjgk.mp4,"video a boy in the water at the australian swimming championships"
10702_clVE0o1Ee_M.mp4,"lossstar avec blake harris"
52838_D1xuV2QH8bg.mp4,"icy drifter - gameplay video"
6455_T6hNJ8Bhls0.mp4,"la county coroner's office releases results of its investigation into family murders"
23935_OoVnlPBLIlc.mp4,"a young man is blowing his nose in the middle of his karate training"
22253_INPIltLTVMo.mp4,"people are standing in a store with many bicycles"
24456_NbCUBrGIN9U.mp4,"man and woman standing at the kitchen counter talking to each other"
7582_noA_SYiCz18.mp4,"a screen shot of the cryptocurrency dashboard"
755_8EQqq7MYnfw.mp4,"a logo for a medical center on a black screen"
19908_KHaB0XxHbrc.mp4,"the person is wearing gloves to install a bike"
53160_Wcnc4wOjY4o.mp4,"a virtual model of a large building"
19234_RqVeEAASBnU.mp4,"someone is using a white toilet cleaner spray on a white toilet"
424_PFEdL6v3VZY.mp4,"a helicopter flying over the highway in a rural area"
11082_B3d2aEr0maI.mp4,"two images showing an animated character wearing an outfit"
5432_blupXIRiPVg.mp4,"a black bicycle with a chain on the wheel"
17806_v1HxJzks1n4.mp4,"a mall entrance full of shoppers with face masks"
55246_IU5UplAJYWk.mp4,"l'approbation faciale est devenu plus pratique quand on donne sa photo personnelle, indique une étude"
3380_WOdp8lyO7tc.mp4,"men wearing camouflage in a boat with emergency medical equipment"
23237_nNNQXmVPrp0.mp4,"a japanese sports car is displayed in a museum"
24231_vOY1tLEpgT8.mp4,"a video screen with an image of a batman on the front"
628_g_nk1cO_QMQ.mp4,"hot naked feet from the knees of a woman wearing high heels"
5387_XKvZzKAIErI.mp4,"оротко ути - screenshot"
11794_bYTbAfiIy2k.mp4,"a man sits at a desk with potted plant"
17386_9BOJHcSPyV0.mp4,"a man wearing black shorts and top laying on bed with some tape on his stomach"
13961_GNjPiimG6GE.mp4,"how to lace up nike shoes in 5 minutes"
54124_kKTKZroYcoI.mp4,"man sitting in chair reading paper in front of a fire place"
6280_Adlk8E2UoUs.mp4,"a white teddy bear is falling down on a blue background"
9581_F9ca_i9rsRs.mp4,"a campfire with fire and some food on it"
2292_RIMbNVdhxE4.mp4,"uzbek prosecutor yuka yangayeva beaten in a ukraine court"
20749_POZ1fiQrki0.mp4,"read the story of sbs"
16206_i61IP06CyRQ.mp4,"two men sitting in chairs next to a sign reading, heuckman auction"
1584_KNksHQW4JhQ.mp4,"a green circle with the different french words for the food"
17050_xZuytMLbRDE.mp4,"stephanie maii fashion designer logo -"
566_MaBquWpUVJI.mp4,"a baby crawling on the floor with a star on its back"
563_oVL4umU4ubs.mp4,"easy origami airplane with step by step tutorial"
1697_ebodXjOU1Uw.mp4,"thistle oil for acne"
24424_hKujfmvzV3M.mp4,"president obama speaks at an event with american flags"
15565_v06IAtc2Cw8.mp4,"video minecraft mod, mod minecraft,  minecraft, minecraft mods mcmod, minecraft mods"
19466_u0esxmgFlBQ.mp4,"a man in the factory working on the glass and ceramic"
14907_2eZqjRim5Yw.mp4,"a screenshot of the chinese language in the app"
12480_Rb5euoxSoYU.mp4,"a woman holding up a peach with her hands"
9266_FnmTuibS8rI.mp4,"the man is standing up on the fence"
53078_lAqrr0hCZHM.mp4,"a screenshot of a computer screen with code"
18984_Oipfq7qTU5A.mp4,"chinese cute little girl in front of the moon"
21016_ZCDpuxfqV_s.mp4,"the music of the male choirs in china"
53282_vfngMztyqaI.mp4,"a yellow background with the words solution in black"
51104_5yNQ4QqU9NI.mp4,"a man is writing down words in a book"
27332_l6NW8MTqo_U.mp4,"a small black printer on top of a white surface"
54031_vMtHsONEUnQ.mp4,"a sim card with a light inside it"
69_3K9uph2ocJs.mp4,"a news report of two people arrested for making meth"
19072_MAoWo55AtKo.mp4,"a bowl with sliced potato and water in it"
4934_RQo2TrlcyaM.mp4,"the front grill of a car is covered with wax"
7358_ZCshijSFlvs.mp4,"new type of cutting machine, cnc cutting machine, china"
21514_qotLcKViLWI.mp4,"two men in suits are on stage, one of which is holding a sash"
15784_mwEJ9Trjbsk.mp4,"a small child is trying to grab the birthday cake"
55565_rYhrQkc8OWE.mp4,"a racer is racing on a grass track"
15636_kg0S4N9f1vs.mp4,"a person is playing an electronic keyboard with two hands"
52763_9YvzOGKJr8s.mp4,"a game that teaches you how to make money using a pole"
358_H6Z5yYRCeEE.mp4,"toy train set with people playing with it"
8305_qOA34jukM8c.mp4,"a cartoon chinese character and the words, "
9732_B7WeoeUFyO8.mp4,"man is driving a car with his hand on the wheel"
51931_m6oegRGTrUk.mp4,"peties - vit c + c d-tocopherol serum"
7416_yCzIDA5Hl5k.mp4,"the app screen displays chinese characters"
22556_aPxniFSAxjo.mp4,"a cell phone screen shows a movie poster on the bottom"
11901_OJHV3upXcfA.mp4,"korean book reader - screenshot"
24964_gZCecqKC6WY.mp4,"two smiling faces with chinese language"
19040_pJxBfEdWi54.mp4,"a screenshot of the dhcp command in cisco - ptp"
27204_jvPbivhfiSw.mp4,"a news reporter is looking at the factory in south korea"
7444_rLWBogbhbjA.mp4,"the poster shows several pictures of the wildlife in a museum"
18974_UurhNpwR7YA.mp4,"a cartoon character with the words fade memory in the woods"
20706_HKX02FMs0L8.mp4,"how to draw a dog drawing by emily detah"
18855_QiTatnQNOKU.mp4,"molly's story under excessive pressure"
6951_71ltf2yMIMA.mp4,"the cliff face is seen from two angles, one has houses"
54538_saIqhTVW9TU.mp4,"an image of a bearded man wearing glasses next to coffee beans"
23566_F03Itjrm0R4.mp4,"shield of the eternal empire"
4892_aNCWKWMcZA0.mp4,"a man and a woman standing in a clothing store"
15969_0YggrJBRQog.mp4,"kids teach a classmate how to spell his name in korean"
1905_NSjslDcpzug.mp4,"sport beat and london marathon association partnership"
15676_QMqNPhNPZTw.mp4,"qi elite etne"
54190_jOQnELKjscM.mp4,"people are crossing a highway on a sunny day"
24131_JQqY6GXLQ8c.mp4,"a worker installs wood flooring into a room"
50560_3NSgf8NVZGo.mp4,"mr mr 'tan' has a beard, glasses and a gym shirt"
3641_cX0nxUhp5lA.mp4,"an image of someone painting a wall with words why sand is never used in the abraisive coating process?"
11937_cR067azHtIs.mp4,"the doctor is checking the heartbeat of a child"
22820_fYPXzaxG7Mo.mp4,"a video showing a video that reads let's teach"
8388_cozUKukoiE4.mp4,"chinese people like to wear a teddy bear hat when eating"
6519_7cyXfX1r_o4.mp4,"a man standing next to a whiteboard presenting a presentation"
16833_AmNowyAtHbI.mp4,"the inside of a gear wheel holding a person"
15664_A0MJSsBUgeo.mp4,"a man in chinese writing does a plank exercise"
439_4qtaJO9KyAs.mp4,"korean man and woman sitting at table and watching screen"
22074_1fx5gnIcGnI.mp4,"a person using scissors to attach a pink and gray feather to a flies hook"
8850__j0jzqQGDtI.mp4,"a game of go is played in front of the computer"
14546_cHwS2aryjmU.mp4,"the video shows how a computer program can turn a sheet of paper into a sail boat"
23641_OVvXAKAO3Qo.mp4,"korean company profile of yoonbae corporation"
1248_lBga14L8tWc.mp4,"a book titled sloon's formula, with an equation showing the formula"
51552_UrTtMgw2Qe8.mp4,"the green screen of a cellphone showing a chat"
5668_WB8speZsXXs.mp4,"an illustration of two people dancing together"
1164_sfbkCHsozyU.mp4,"a woman standing next to a table with water bottles"
18010_Apy3ibEwOXk.mp4,"a webpage shows the signup screen for my bharatigues"
53397_P7CUdc5sQBs.mp4,"the message'do not buy' in japanese is a sign with a sale on it"
9718_OX_DpeJOxIg.mp4,"korean text with an animated image of two girls walking in woods"
18058_Q4z5oyHf8fA.mp4,"a female japanese character with pink hair and glasses sitting in front of a group of people"
19485_UoIuCSM5m_Y.mp4,"the screen is showing a korean language - text on a background of clouds"
22513_5HFYaCBov70.mp4,"a quote from the video game'doom 2'saying,'if you had to talk about the weather, what would you say?"
50788_xOtml0zSifw.mp4,"hand holding paper airplane with the words donan fml"
5538_OMznbtkJMgk.mp4,"a man is standing next to a presentation on finlab research"
21490_v46mjVs7EA8.mp4,"a white plastic box with an empty test on it"
23523_kR7PmyS4fG0.mp4,"the chinese text of a file screen"
25281_771xPxzo9JQ.mp4,"four wooden chinese emperors sit in front of a display table"
21054_TZn3EbG42ss.mp4,"two men standing near a playground and holding their phones"
55461_a5E3XgWA3EU.mp4,"chat automation logo and website design"
18407_XEGk2hOvhHI.mp4,"president of south korea, kim jong-un, speaks on his cell phone"
10842_xdoyl9u2o_o.mp4,"street vendors in qingdao aren't stealing from xianmen"
7682_dVYn8p2LGnA.mp4,"the youtube subscribe button on an image"
13604_JJB5frgPpzg.mp4,"korean comedian emily chia turns out a asian baby girl"
51891_KYl8nVP0nJk.mp4,"a woman standing near a painting while another man is looking at it"
22236_ACAbNWjmjo8.mp4,"the ip quality score logo is shown"
12253_p5CQ2reis9A.mp4,"korean sentences in a picture that is"
54679_8VaxAR_SM7k.mp4,"a digital logo with the number 80"
472_JQovlJeL_Fc.mp4,"a korean television screen with two korean men"
18706_VFpPpGzt0XM.mp4,"the word pit - in is written on a large whiteboard in japanese"
3853_4xfw6WosPCg.mp4,"a building with large steel beams and exposed floor"
9702_CT14brttWS0.mp4,"chinese man is speaking in front of a computer"
18246_4OBaJlaaLh0.mp4,"korea s korea news - screenshot"
22854_c7X8ekTLam8.mp4,"bitcoin wallet ui example"
10876__qp3A58XZaM.mp4,"this truck has several chairs hanging on the back"
11848_c_YqrH_P5lE.mp4,"a man and woman seated at a table in front of food"
2850_4FbmUqAJQdY.mp4,"a robot stands on a gym floor with one leg"
16473_RemwxDe9gGQ.mp4,"a woman has an afro hairstyle and is wearing an asian shirt"
2738_3qqdwhhoRzg.mp4,"many lanterns are floating in the air with chinese language"
12695_X7zZ4OROgeQ.mp4,"a man in a biking jersey is holding a bag"
16171_DPiwMHMvZPQ.mp4,"screenshot of ecommerce website showing the inventory management"
53553_zvSQDcJ3szs.mp4,"three people sitting around a table with the text in korean"
1100_kbI719oHvn8.mp4,"a person using a sewing machine"
24677_8c39Aqc82xg.mp4,"card trick - screenshot thumbnail"
1328_xm8RDuuqbnQ.mp4,"a priest with glasses talking about how to live a good life"
1330_DMHwOd_Cvq4.mp4,"a man standing next to a row of trees"
837_RXNNNKmFBmY.mp4,"an old poster displaying the image of kenya president omar moghadam"
21636_pWDq0zJHlw8.mp4,"a black background with the text in german, dank in der helhe und sprit sp"
18099_1f7hJIvsLqg.mp4,"an address card and the name bethel international"
8008_9QRYPWxzr4o.mp4,"using a temperature probe to measure temperature in a water bath"
54633_cVdvvLM4FSM.mp4,"a person holding two red cards that are being stacked"
26977_VgfBPDxFdm4.mp4,"a group of children dancing in a classroom"
14762_TEOcC0dwokA.mp4,"a man is doing a volleyball in a gym"
8102_BOjukEHAnN4.mp4,"a man in a white coat is holding a heart"
7252_YsiFTEu0li8.mp4,"korean writing, with a white background and white letter"
20363_wmfRsu73Jp0.mp4,"flowers with a caption that reads, korean version of the epsalm"
50153_TD1z2k4x41Y.mp4,"a person riding an electric scooter down a hill"
3292_YNYe_gDg9Oc.mp4,"a girl in green shirt with long hair posing"
23885_eBtbpCEgBpU.mp4,"a man in glasses slicing a piece of wood with a knife"
53470_t1S7UXLru78.mp4,"korea street food - nam dong gang-gu district"
13287_3A_oxzdZ3Og.mp4,"a man's hand using two devices to enter a text"
22187_tNzw94Nm3t0.mp4,"the woman is posing for the camera with glass bowls and a cup of water"
4650_GBTnDtFEa00.mp4,"the singer rosetta's instagram account"
14341_r9CzvoxVwtA.mp4,"an empty lobby at an airport with glass doorways"
13320_xhW1IOqHGws.mp4,"bill gates and karina ahmed on a show"
1900_ACU65dUUGOg.mp4,"photoshop cc 2015 tutorial"
24537_AkY48HODUeE.mp4,"ram truck shot in front of car"
14813_R_dyIBpZ1lw.mp4,"the television sits on a snowy road near an armored vehicle"
12155_FeN9jTkvEhg.mp4,"some artwork and sculptures with the word thai written on them"
25830_U32DirGIbNQ.mp4,"smart lady - bbq - tv show 2019"
15897_QmOEKGSBWcc.mp4,"a screenshot of a training plan for the upcoming marathon"
4689_hvnoSQ9zEl8.mp4,"japanese houses with the street and text"
24893_fwg3MZEfKAE.mp4,"fortnite battle royale car game cheat"
52913_BsIj7RUFbso.mp4,"the dish of chicken and carrots is being cooked in the pan"
16326_Uzfg0xEY5zI.mp4,"korean politician with glasses sitting down on a table"
195_wW03TS9QWRE.mp4,"the woman is doing yoga at her yoga mat"
13374_FSP_YGDKfb0.mp4,"screenshot of mecha on snow - gundam 0092"
7494_fJ8ISSEObyE.mp4,"a screenshot of a world of warcraft player in the cave"
12531_nOzZq1WFtHE.mp4,"an advertisement for sims p korean textbook"
26593_esQlSrSJ1Ek.mp4,"man talking to woman in hospital bed"
345_Tvrl8vYR0w0.mp4,"shanahan tv screenshot 1"
3047_Hqv7nJ81qNI.mp4,"two pictures are shown with chinese characters on the green grass"
15181_ZNnEAgLmWs0.mp4,"two television news anchors in korean with a woman in a shirt"
25073_cazSMikiWek.mp4,"chicken coops with lights inside a room"
7857_63o_xAXGCqM.mp4,"a screenshot showing a graph of information with two charts"
20612_laUVmICR870.mp4,"a display of a statue of a robot inside of glass"
11523_zHRH7poqHkY.mp4,"a woman is taking a picture in front of her skis"
1260_E6YM4RGnZfY.mp4,"an ad for a vacuum cleaner in japanese"
17591_VpFyLYcM8jw.mp4,"minecraft - screenshots - mods - - minecraft - korean minecraft -"
1804_IyPa9sMvxKc.mp4,"a man is working on an engine in a shop"
11440_L6oL0XOK68k.mp4,"jindala sarpanch found a bomb in his dhula area in gujarat"
123_hrC46GY80XQ.mp4,"a man in a car repair shop is holding his hand up"
17745_9YvzOGKJr8s.mp4,"a game with a man riding a bike on a mountain"
50183_aO3mH6FKK20.mp4,"a man showing his welding machine at night"
10902_sYcGXVuyp_k.mp4,"a mans feet on a rocky beach with water"
15839_5P0IWJDFjmg.mp4,"a man is holding a camera in his hands with a tiger mask"
8878_XNiR63UjK6w.mp4,"a woman in a striped shirt handing out papers to people"
10534_0qisi5ID_pY.mp4,"a man in a straw hat sitting in a car"
13396_6fLW29eeSZg.mp4,"a screen shot of the market line with a moving trend line"
17041_fIh6B0TjasE.mp4,"three young girls wearing orange clothing are dancing"
52188_fFnyqwRX5kA.mp4,"china is preparing to test fly its first stealth unmanned aerial vehicle"
24906_fCVFndCYqtM.mp4,"windows 10 home windows10"
11299_Q_dAfKbHQnA.mp4,"a woman with black and blue sweatshirt with white words written in japanese"
2215_9l3stCSf9O0.mp4,"volleyball players play the ball during a game in a court"
13260_jY7RgYkxVjU.mp4,"woman drinking water from a bottle on a bridge"
6103_Abp4zFfzzk0.mp4,"a person holds a toy army truck"
21099_gr3cdtffLVc.mp4,"alan luxury retirement villas in gramin"
9666_F8VHx5iOXQk.mp4,"an asian woman sitting on a chair with a korean language text on the screen"
8708_BudtkQ5TCpY.mp4,"logo for the platonoy tennis club"
13137_MZXHkaXIrLk.mp4,"the two Korean words are written on paper"
27202_tQo5sHfoCS0.mp4,"a screenshot of a starship game on the screen"
26353_B8BAmT3WpCA.mp4,"hot air balloon ride in dharamsala, srinagar - kashmir, india video"
5339_FQZU7RFsCk0.mp4,"the french phrase taxe directives bas sant dans les bancs d'economie plus c est"
670_LN6QoeclPCA.mp4,"cat gets trapped by the dishrack"
18731_WKwWSdA7Ens.mp4,"the chinese military are preparing to launch a fighter jet"
27262_Ywpsg36IR2E.mp4,"motorcycle world champion ricky bradshaw death - ricky bradshaw dies at 65"
20605_zg0Rv0I5hcY.mp4,"a kangaroo next to a sign for driving"
11651_g4doVPe56No.mp4,"an interior view of a luxury car with two seats and a dashboard"
14911_4pzJHkBi6No.mp4,"a few different brands of tampons with different pictures"
1149_xiji1k13WBc.mp4,"an image of a woman talking on video"
8851_8LfzzwxShPU.mp4,"a young boy with a smile on the soccer field"
16587_gd_mTLjwnHY.mp4,"a cup of coffee is held up with text on the side"
5421__ErSMKqcOH0.mp4,"jump starter a car, in front of the battery"
4010_W_JhnvhQmBY.mp4,"cias china insurance automotive st"
4001_Gdgsx4PsqH4.mp4,"woman with purple hair waving to camera with word 50 facts written behind her"
2372_P2_i2eHrmlE.mp4,"in apex legends a purple character with black armor stands"
16461_A5zGpyWHp1I.mp4,"an attorney on the television with an image of a beard"
1510_YFgkVxS_z7Q.mp4,"a sign that reads'subscribe to yoga for cure videos thank you for watching"
19415_BMKEmsMqZm0.mp4,"every year millions of people visit the continent"
50543_CV8mwqARGCU.mp4,"wood beams with lights hanging on them"
16401_caeb9U8B_vk.mp4,"an old logo for vanden borre"
21698_SVoY4dsOmXI.mp4,"a man is wearing a mask and speaking to the press"
21082_832YsbRqxeU.mp4,"ogbonge akagbo, tv presenter, agbo agbo ag"
26211_zI01X0_8GGQ.mp4,"a laptop computer screen showing windows 7"
